#,Pokemon,,,New Sprites,Sprites Set,Sprites,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,AVG,Ability 1,Ability 2,Ability 3,Fully evolved,Generation
901,Ursaluna,Ursaluna,,,,,Ground,Normal,130,140,105,45,80,50,550,91.67,Guts,Bulletproof,Unnerve,Yes,9
901,Ursaluna-Bloodmoon,Ursaluna-Bloodmoon,,,,,Ground,Normal,113,70,120,135,65,52,555,92.5,Mind's Eye,,,Yes,9
902,Basculegion,Basculegion,,,,,Water,Ghost,120,112,65,80,75,78,530,88.33,Rattled,Adaptability,Mold Breaker,Yes,9
902,Basculegion-Female,Basculegion-Female,,,,,Water,Ghost,120,92,65,100,75,78,530,88.33,Rattled,Adaptability,Mold Breaker,Yes,9
903,Sneasler,Sneasler,,,,,Fighting,Poison,80,130,60,40,80,120,510,85,Pressure,,Poison Touch,Yes,9
904,Overqwil,Overqwil,,,,,Dark,Poison,85,115,95,65,65,85,510,85,Poison Point,Swift Swim,Intimidate,Yes,9
905,Enamorus-Incarnate,Enamorus-Incarnate,,,,,Fairy,Flying,74,115,70,135,80,106,580,96.67,Healer,Contrary,,Yes,9
905,Enamorus-Therian,Enamorus-Therian,,,,,Fairy,Flying,74,115,110,135,100,46,580,96.67,Overcoat,,,Yes,9
906,Sprigatito,Sprigatito,,,,,Grass,,40,61,54,45,45,65,310,51.67,Overgrow,,Protean,No,9
907,Floragato,Floragato,,,,,Grass,,61,80,63,60,63,83,410,68.33,Overgrow,,Protean,No,9
908,Meowscarada,Meowscarada,,,,,Grass,Dark,76,110,70,81,70,123,530,88.33,Overgrow,,Protean,Yes,9
909,Fuecoco,Fuecoco,,,,,Fire,,67,45,59,63,40,36,310,51.67,Blaze,,Unaware,No,9
910,Crocalor,Crocalor,,,,,Fire,,81,55,78,90,58,49,411,68.5,Blaze,,Unaware,No,9
911,Skeledirge,Skeledirge,,,,,Fire,Ghost,104,75,100,110,75,66,530,88.33,Blaze,,Unaware,Yes,9
912,Quaxly,Quaxly,,,,,Water,,55,65,45,50,45,35,295,49.17,Torrent,,Moxie,No,9
913,Quaxwell,Quaxwell,,,,,Water,,70,85,65,65,60,65,410,68.33,Torrent,,Moxie,No,9
914,Quaquaval,Quaquaval,,,,,Water,Fighting,85,120,80,85,75,85,530,88.33,Torrent,,Moxie,Yes,9
915,Lechonk,Lechonk,,,,,Normal,,54,45,40,35,45,35,254,42.33,Aroma Veil,Thick Fat,Gluttony,No,9
916,Oinkologne,Oinkologne,,,,,Normal,,110,100,75,59,80,65,489,81.5,Lingering Aroma,Thick Fat,Gluttony,Yes,9
916,Oinkologne-Female,Oinkologne-Female,,,,,Normal,,115,90,70,59,90,65,489,81.5,Aroma Veil,Thick Fat,Gluttony,Yes,9
917,Tarountula,Tarountula,,,,,Bug,,35,41,45,29,40,20,210,35,Insomnia,,Stakeout,No,9
918,Spidops,Spidops,,,,,Bug,,60,79,92,52,86,35,404,67.33,Insomnia,,Stakeout,Yes,9
919,Nymble,Nymble,,,,,Bug,,33,46,40,25,25,45,214,35.67,Swarm,,Tinted Lens,No,9
920,Lokix,Lokix,,,,,Bug,Dark,71,102,78,52,55,92,450,75,Swarm,,Tinted Lens,Yes,9
921,Pawmi,Pawmi,,,,,Electric,,45,50,20,40,25,60,240,40,Static,Natural Cure,Iron Fist,No,9
922,Pawmo,Pawmo,,,,,Electric,Fighting,60,75,40,50,40,85,350,58.33,Volt Absorb,Iron Fist,Natural Cure,No,9
923,Pawmot,Pawmot,,,,,Electric,Fighting,70,115,70,70,60,105,490,81.67,Volt Absorb,Iron Fist,Natural Cure,Yes,9
924,Tandemaus,Tandemaus,,,,,Normal,,50,50,45,40,45,75,305,50.83,Run Away,Pickup,Own Tempo,No,9
925,Maushold,Maushold,,,,,Normal,,74,75,70,65,75,111,470,78.33,Friend Guard,Cheek Pouch,Technician,Yes,9
926,Fidough,Fidough,,,,,Fairy,,37,55,70,30,55,65,312,52,Own Tempo,,Klutz,No,9
927,Dachsbun,Dachsbun,,,,,Fairy,,57,80,115,50,80,95,477,79.5,Well-Baked Body,,Aroma Veil,Yes,9
928,Smoliv,Smoliv,,,,,Grass,Normal,41,35,45,58,51,30,260,43.33,Early Bird,,Harvest,No,9
929,Dolliv,Dolliv,,,,,Grass,Normal,52,53,60,78,78,33,354,59,Early Bird,,Harvest,No,9
930,Arboliva,Arboliva,,,,,Grass,Normal,78,69,90,125,109,39,510,85,Seed Sower,,Harvest,Yes,9
931,Squawkabilly,Squawkabilly,,,,,Normal,Flying,82,96,51,45,51,92,417,69.5,Intimidate,Guts,Hustle,Yes,9
932,Nacli,Nacli,,,,,Rock,,55,55,75,35,35,25,280,46.67,Purifying Salt,Clear Body,Sturdy,No,9
933,Naclstack,Naclstack,,,,,Rock,,60,60,100,35,65,35,355,59.17,Purifying Salt,Clear Body,Sturdy,No,9
934,Garganacl,Garganacl,,,,,Rock,,100,100,130,45,90,35,500,83.33,Purifying Salt,Clear Body,Sturdy,Yes,9
935,Charcadet,Charcadet,,,,,Fire,,40,50,40,50,40,30,250,41.67,Flash Fire,Flame Body,,No,9
936,Armarouge,Armarouge,,,,,Fire,Psychic,85,60,100,125,80,75,525,87.5,Flash Fire,Weak Armor,,Yes,9
937,Ceruledge,Ceruledge,,,,,Fire,Ghost,75,125,80,60,100,85,525,87.5,Flash Fire,Weak Armor,,Yes,9
938,Tadbulb,Tadbulb,,,,,Electric,,61,31,41,59,35,4,231,38.5,Own Tempo,Damp,Static,No,9
939,Bellibolt,Bellibolt,,,,,Electric,,109,64,91,103,83,45,495,82.5,Electromorphosis,Damp,Static,Yes,9
940,Wattrel,Wattrel,,,,,Electric,Flying,40,40,35,55,40,70,280,46.67,Wind Power,Competitive,Volt Absorb,No,9
941,Kilowattrel,Kilowattrel,,,,,Electric,Flying,70,70,60,105,60,125,490,81.67,Wind Power,Competitive,Volt Absorb,Yes,9
942,Maschiff,Maschiff,,,,,Dark,,60,78,60,40,51,51,340,56.67,Intimidate,Stakeout,Run Away,No,9
943,Mabosstiff,Mabosstiff,,,,,Dark,,80,120,90,60,70,85,505,84.17,Intimidate,Stakeout,Guard Dog,Yes,9
944,Shroodle,Shroodle,,,,,Poison,Normal,40,65,35,40,35,75,290,48.33,Unburden,Prankster,Pickpocket,No,9
945,Grafaiai,Grafaiai,,,,,Poison,Normal,63,95,65,80,72,110,485,80.83,Unburden,Prankster,Poison Touch,Yes,9
946,Bramblin,Bramblin,,,,,Grass,Ghost,40,65,30,45,35,60,275,45.83,Wind Rider,Infiltrator,,No,9
947,Brambleghast,Brambleghast,,,,,Grass,Ghost,55,115,70,80,70,90,480,80,Wind Rider,Infiltrator,,Yes,9
948,Toedscool,Toedscool,,,,,Ground,Grass,40,40,35,50,100,70,335,55.83,Mycelium Might,,,No,9
949,Toedscruel,Toedscruel,,,,,Ground,Grass,80,70,65,80,120,100,515,85.83,Mycelium Might,,,Yes,9
950,Klawf,Klawf,,,,,Rock,,70,100,115,35,55,75,450,75,Anger Shell,Regenerator,Shell Armor,Yes,9
951,Capsakid,Capsakid,,,,,Grass,,50,62,40,62,40,50,304,50.67,Chlorophyll,Insomnia,Klutz,No,9
952,Scovillain,Scovillain,,,,,Grass,Fire,65,108,65,108,65,75,486,81,Chlorophyll,Insomnia,Moody,Yes,9
953,Rellor,Rellor,,,,,Bug,,41,50,60,31,58,30,270,45,Compound Eyes,,Shed Skin,No,9
954,Rabsca,Rabsca,,,,,Bug,Psychic,75,50,85,115,100,45,470,78.33,Synchronize,,Telepathy,Yes,9
955,Flittle,Flittle,,,,,Psychic,,30,35,30,55,30,75,255,42.5,Anticipation,Frisk,Speed Boost,No,9
956,Espathra,Espathra,,,,,Psychic,,95,60,60,101,60,105,481,80.17,Opportunist,Frisk,Speed Boost,Yes,9
957,Tinkatink,Tinkatink,,,,,Fairy,Steel,50,45,45,35,64,58,297,49.5,Mold Breaker,Own Tempo,Pickpocket,No,9
958,Tinkatuff,Tinkatuff,,,,,Fairy,Steel,65,55,55,45,82,78,380,63.33,Mold Breaker,Own Tempo,Pickpocket,No,9
959,Tinkaton,Tinkaton,,,,,Fairy,Steel,85,75,77,70,105,94,506,84.33,Mold Breaker,Own Tempo,Pickpocket,Yes,9
960,Wiglett,Wiglett,,,,,Water,,10,55,25,35,25,95,245,40.83,Gooey,Rattled,Sand Veil,No,9
961,Wugtrio,Wugtrio,,,,,Water,,35,100,50,50,70,120,425,70.83,Gooey,Rattled,Sand Veil,Yes,9
962,Bombirdier,Bombirdier,,,,,Flying,Dark,70,103,85,60,85,82,485,80.83,Big Pecks,Rocky Payload,Keen Eye,Yes,9
963,Finizen,Finizen,,,,,Water,,70,45,40,45,40,75,315,52.5,Water Veil,,,No,9
964,Palafin,Palafin,,,,,Water,,100,70,72,53,62,100,457,76.17,Zero to Hero,,,Yes,9
964,Hero Palafin,Hero Palafin,,,,,Water,,100,160,97,106,87,100,650,108.33,Zero to Hero,,,Yes,9
965,Varoom,Varoom,,,,,Steel,Poison,45,70,63,30,45,47,300,50,Overcoat,,Slow Start,No,9
966,Revavroom,Revavroom,,,,,Steel,Poison,80,119,90,54,67,90,500,83.33,Overcoat,,Filter,Yes,9
967,Cyclizar,Cyclizar,,,,,Dragon,Normal,70,95,65,85,65,121,501,83.5,Shed Skin,,Regenerator,Yes,9
968,Orthworm,Orthworm,,,,,Steel,,70,85,145,60,55,65,480,80,Earth Eater,,Sand Veil,Yes,9
969,Glimmet,Glimmet,,,,,Rock,Poison,48,35,42,105,60,60,350,58.33,Toxic Debris,Corrosion,,No,9
970,Glimmora,Glimmora,,,,,Rock,Poison,83,55,90,130,81,86,525,87.5,Toxic Debris,Corrosion,,Yes,9
971,Greavard,Greavard,,,,,Ghost,,50,61,60,30,55,34,290,48.33,Pickup,,Fluffy,No,9
972,Houndstone,Houndstone,,,,,Ghost,,72,101,100,50,97,68,488,81.33,Sand Rush,,Fluffy,Yes,9
973,Flamigo,Flamigo,,,,,Flying,Fighting,82,115,74,75,64,90,500,83.33,Scrappy,Tangled Feet,Costar,Yes,9
974,Cetoddle,Cetoddle,,,,,Ice,,108,68,45,30,40,43,334,55.67,Thick Fat,Snow Cloak,Sheer Force,No,9
975,Cetitan,Cetitan,,,,,Ice,,170,113,65,45,55,73,521,86.83,Thick Fat,Slush Rush,Sheer Force,Yes,9
976,Veluza,Veluza,,,,,Water,Psychic,90,102,73,78,65,70,478,79.67,Mold Breaker,,Sharpness,Yes,9
977,Dondozo,Dondozo,,,,,Water,,150,100,115,65,65,35,530,88.33,Unaware,Oblivious,Water Veil,Yes,9
978,Tatsugiri,Tatsugiri,,,,,Dragon,Water,68,50,60,120,95,82,475,79.17,Commander,,Storm Drain,Yes,9
979,Annihilape,Annihilape,,,,,Fighting,Ghost,110,115,80,50,90,90,535,89.17,Vital Spirit,Inner Focus,Defiant,Yes,9
980,Clodsire,Clodsire,,,,,Poison,Ground,130,75,60,45,100,20,430,71.67,Poison Point,Water Absorb,Unaware,Yes,9
981,Farigiraf,Farigiraf,,,,,Normal,Psychic,120,90,70,110,70,60,520,86.67,Cud Chew,Armor Tail,Sap Sipper,Yes,9
982,Dudunsparce,Dudunsparce,,,,,Normal,,125,100,80,85,75,55,520,86.67,Serene Grace,Run Away,Rattled,Yes,9
983,Kingambit,Kingambit,,,,,Dark,Steel,100,135,120,60,85,50,550,91.67,Defiant,Supreme Overlord,Pressure,Yes,9
984,Great Tusk,Great Tusk,,,,,Ground,Fighting,115,131,131,53,53,87,570,95,Protosynthesis,,,Yes,9
985,Scream Tail,Scream Tail,,,,,Fairy,Psychic,115,65,99,65,115,111,570,95,Protosynthesis,,,Yes,9
986,Brute Bonnet,Brute Bonnet,,,,,Grass,Dark,115,127,99,79,99,55,574,95.67,Protosynthesis,,,Yes,9
987,Flutter Mane,Flutter Mane,,,,,Ghost,Fairy,55,55,55,135,135,135,570,95,Protosynthesis,,,Yes,9
988,Slither Wing,Slither Wing,,,,,Bug,Fighting,85,135,79,85,105,81,570,95,Protosynthesis,,,Yes,9
989,Sandy Shocks,Sandy Shocks,,,,,Electric,Ground,85,81,97,121,85,101,570,95,Protosynthesis,,,Yes,9
990,Iron Treads,Iron Treads,,,,,Ground,Steel,90,112,120,72,70,106,570,95,Quark Drive,,,Yes,9
991,Iron Bundle,Iron Bundle,,,,,Ice,Water,56,80,114,124,60,136,570,95,Quark Drive,,,Yes,9
992,Iron Hands,Iron Hands,,,,,Fighting,Electric,154,140,108,50,68,50,570,95,Quark Drive,,,Yes,9
993,Iron Jugulis,Iron Jugulis,,,,,Dark,Flying,94,80,86,122,80,108,570,95,Quark Drive,,,Yes,9
994,Iron Moth,Iron Moth,,,,,Fire,Poison,80,70,60,140,110,110,570,95,Quark Drive,,,Yes,9
995,Iron Thorns,Iron Thorns,,,,,Rock,Electric,100,134,110,70,84,72,570,95,Quark Drive,,,Yes,9
996,Frigibax,Frigibax,,,,,Dragon,Ice,65,75,45,35,45,55,320,53.33,Thermal Exchange,,Ice Body,No,9
997,Arctibax,Arctibax,,,,,Dragon,Ice,90,95,66,45,65,62,423,70.5,Thermal Exchange,,Ice Body,No,9
998,Baxcalibur,Baxcalibur,,,,,Dragon,Ice,115,145,92,75,86,87,600,100,Thermal Exchange,,Ice Body,Yes,9
999,Gimmighoul,Gimmighoul,,,,,Ghost,,45,30,70,75,70,10,300,50,Rattled,,,No,9
999,Gimmighoul-Roaming,Gimmighoul-Roaming,,,,,Ghost,,45,30,25,75,45,80,300,50,Rattled,,,No,9
1000,Gholdengo,Gholdengo,,,,,Steel,Ghost,87,60,95,133,91,84,550,91.67,Good as Gold,,,Yes,9
1001,Wo-Chien,Wo-Chien,,,,,Dark,Grass,85,85,100,95,135,70,570,95,Tablets of Ruin,,,Yes,9
1002,Chien-Pao,Chien-Pao,,,,,Dark,Ice,80,120,80,90,65,135,570,95,Sword of Ruin,,,Yes,9
1003,Ting-Lu,Ting-Lu,,,,,Dark,Ground,155,110,130,50,80,45,570,95,Vessel of Ruin,,,Yes,9
1004,Chi-Yu,Chi-Yu,,,,,Dark,Fire,55,80,80,135,120,100,570,95,Beads of Ruin,,,Yes,9
1005,Roaring Moon,Roaring Moon,,,,,Dragon,Dark,105,139,71,55,101,119,590,98.33,Protosynthesis,,,Yes,9
1006,Iron Valiant,Iron Valiant,,,,,Fairy,Fighting,74,130,90,120,60,116,590,98.33,Quark Drive,,,Yes,9
1007,Koraidon,Koraidon,,,,,Fighting,Dragon,100,135,115,85,100,135,670,111.67,Orichalcum Pulse,,,Yes,9
1008,Miraidon,Miraidon,,,,,Electric,Dragon,100,85,100,135,115,135,670,111.67,Hadron Engine,,,Yes,9
1009,Walking Wake,Walking Wake,,,,,Water,Dragon,99,83,91,125,83,109,590,98.33,Protosynthesis,,,Yes,9
1010,Iron Leaves,Iron Leaves,,,,,Grass,Psychic,90,130,88,70,108,104,590,98.33,Quark Drive,,,Yes,9
1011,Dipplin,Dipplin,,,,,Grass,Dragon,80,80,110,95,80,40,485,80.83,Supersweet Syrup,Gluttony,Sticky Hold,No,9
1012,Poltchageist,Poltchageist,,,,,Grass,Ghost,40,45,45,74,54,50,308,51.33,Hospitality,Heatproof,,No,9
1013,Sinistcha,Sinistcha,,,,,Grass,Ghost,71,60,106,121,80,70,508,84.67,Hospitality,Heatproof,,Yes,9
1014,Okidogi,Okidogi,,,,,Poison,Fighting,88,128,115,58,86,80,555,92.5,Toxic Chain,Guard Dog,,Yes,9
1015,Munkidori,Munkidori,,,,,Poison,Psychic,88,75,66,130,90,106,555,92.5,Toxic Chain,Frisk,,Yes,9
1016,Fezandipiti,Fezandipiti,,,,,Poison,Fairy,88,91,82,70,125,99,555,92.5,Toxic Chain,Technician,,Yes,9
1017,Ogerpon,Ogerpon,,,,,Grass,,80,120,84,60,96,110,550,91.67,Defiant,,,Yes,9
1017,Ogerpon-Wellspring,Ogerpon-Wellspring,,,,,Grass,Water,80,120,84,60,96,110,550,91.67,Water Absorb,,,Yes,9
1017,Ogerpon-Hearthflame,Ogerpon-Hearthflame,,,,,Grass,Fire,80,120,84,60,96,110,550,91.67,Mold Breaker,,,Yes,9
1017,Ogerpon-Cornerstone,Ogerpon-Cornerstone,,,,,Grass,Rock,80,120,84,60,96,110,550,91.67,Sturdy,,,Yes,9
1018,Archaludon,Archaludon,,,,,Steel,Dragon,90,105,130,125,65,85,600,100,Stamina,Sturdy,Stalwart,Yes,9
1019,Hydrapple,Hydrapple,,,,,Grass,Dragon,106,80,110,120,80,44,540,90,Supersweet Syrup,Regenerator,Sticky Hold,Yes,9
1020,Gouging Fire,Gouging Fire,,,,,Fire,Dragon,105,115,121,65,93,91,590,98.33,Protosynthesis,,,Yes,9
1021,Raging Bolt,Raging Bolt,,,,,Electric,Dragon,125,73,91,137,89,75,590,98.33,Protosynthesis,,,Yes,9
1022,Iron Boulder,Iron Boulder,,,,,Rock,Psychic,90,120,80,68,108,124,590,98.33,Quark Drive,,,Yes,9
1023,Iron Crown,Iron Crown,,,,,Steel,Psychic,90,72,100,122,108,98,590,98.33,Quark Drive,,,Yes,9
1024,Terapagos,Terapagos,,,,,Normal,,90,65,85,65,85,60,450,75,Tera Shift,,,Yes,9
1024,Terapagos-Terastal,Terapagos-Terastal,,,,,Normal,,95,95,110,105,110,85,600,100,Tera Shell,,,Yes,9
1024,Terapagos-Stellar,Terapagos-Stellar,,,,,Normal,,160,105,110,130,110,85,700,116.67,Teraform Zero,,,Yes,9
1025,Pecharunt,Pecharunt,,,,,Poison,Ghost,88,88,160,88,88,88,600,100,Poison Puppeteer,,,Yes,9
